,Avg_50,Avg_200,Week_52_High,Week_52_Low,Vol_Avg_10_Day,Vol_Avg_3_Months,Held_By_Institusion(%),Perf_Week(%),Perf_Month(%),Perf_Quarter(%),Perf_Half_Year(%),Perf_Year(%),Analyst_Mean_Target_Price,Current_Stock_Price,Last_Q_Net,Prev_Q_Net,Last_Q_Net - Prev_Q_Net,Sector,Updated_Price,Predict_Inc_Dec
2907,1.9238,4.515,17.5,1.34,430770.0,969360.0,0.0195,-0.1217999999999999,-0.2514,-0.5508,-0.6836,0.0458,27.67,1.4,0.02,-0.23,0.25,8,1.15,0
2908,3.0001,5.5565,11.825,2.465,191720.0,318730.0,0.0629,-0.0761,-0.1721,-0.2226,-0.4332999999999999,-0.6291,8.7,2.6,-7.65,3.53,-11.18,2,2.6,0
2910,53.3,52.8,65.07,46.1,7240.0,8039.999999999999,0.1779,-0.0004,0.0056999999999999,0.0523,0.0552,0.0833,64.5,53.5,7.29,7.32,-0.0300000000000002,1,53.0,0
2911,51.07,44.46,58.74,23.04,751840.0,927790.0,0.933,0.0224,0.1209,0.0866,0.3267,1.2996,59.44,54.68,71.25,86.71,-15.459999999999994,5,49.76,0
2912,0.494,0.7834,1.68,0.34,512280.0,723590.0,0.4072,-0.0603,-0.2294999999999999,-0.4203,-0.6563,-0.4381,1.55,0.35,-3.89,-3.14,-0.75,9,0.36,1
2913,72.72,66.66,78.07,43.49,813040.0,846580.0,1.0454,0.0186,0.0499,0.0822,0.1595,0.6396000000000001,78.76,74.86,117.41,95.49,21.92,6,77.04,1
2915,31.88,32.9,64.37,25.72,596080.0,803330.0,0.9244,-0.0283,0.0432,-0.0958,-0.1748999999999999,-0.2880999999999999,51.67,31.36,-60.83,-193.4,132.57,3,25.76,0
2917,21.43,28.22,40.0,16.34,270750.0,147170.0,0.5728,0.0334,0.1934,-0.1575,-0.3233,-0.3098,65.86,21.42,-42.61,-26.55,-16.06,3,18.73,0
2919,37.97,38.9,46.97,32.06,360460.0,232200.0,0.8242,0.0323,0.0308999999999999,0.045,-0.0484999999999999,0.1575,39.64,38.14,56.45,56.64,-0.1899999999999977,1,39.88,1
2920,7.5,8.96,17.18,5.95,84200.0,48690.0,0.5693,0.2591,0.2339999999999999,0.1673,-0.0729,0.0353,33.4,8.9,-12.73,-9.22,-3.51,3,9.01,1
2921,48.89,55.8,67.76,36.99,1080000.0,844490.0,0.7729,0.0022,0.0513,-0.1516,-0.0699,0.3013,70.62,49.51,21.27,61.31,-40.040000000000006,2,45.85,0
2922,18.84,22.24,27.66,15.57,451520.0,632580.0,0.9412,0.0215,0.131,-0.2007,-0.228,-0.3087999999999999,27.78,19.02,-6.27,-12.27,6.0,4,17.56,0
2923,270.67,237.78,327.32,162.29,341370.0,377710.0,0.8569,-0.0362,-0.1143,-0.0989,0.292,0.3644,318.11,263.34,0.02,-0.23,0.25,3,191.56,0
2924,53.76,49.11,57.62,35.48,27240.0,22380.0,0.3246,0.012,-0.0077,0.0025,0.1158,0.4368999999999999,57.0,50.72,18.34,20.95,-2.6099999999999994,1,51.77,1
2925,3.4348,3.6248,4.61,2.73,156410.0,188960.0,0.6651,0.0216,0.0986,0.2186,-0.0501,0.3114,3.75,3.77,75.88,76.17,-0.2900000000000062,1,3.89,1
2926,9.83,10.06,11.33,9.66,1240.0,19670.0,0.9132,-0.003,-0.0040999999999999,-0.019,-0.1115,0.0353,27.67,9.81,-0.14,-0.13,-0.01,1,9.81,0
2927,2.4188,2.4978,3.26,1.87,41270.0,40050.0,0.4031,0.0,-0.0088,-0.1346,-0.2133,0.0,5.17,2.28,-0.37,-0.09,-0.28,4,2.21,0
2929,17.73,15.6,19.44,11.49,140190.0,177010.0,0.7706999999999999,0.0414,0.0354,0.144,0.2611,0.4429999999999999,20.0,18.05,12.92,23.25,-10.33,2,18.34,1
2930,9.93,9.93,10.09,9.86,726320.0,726320.0,0.5528,0.0,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,9.93,0.02,-0.23,0.25,1,9.97,1
2934,29.43,29.38,32.19,26.5,554360.0,389930.0,0.2822,0.0141999999999999,0.0223,0.0993,0.0141999999999999,0.0256999999999999,33.1,30.73,66.0,80.0,-14.0,5,31.89,1
2936,11.6,9.11,13.94,4.57,135750.0,105720.0,0.552,-0.0024,0.1024,0.2714999999999999,0.4765,1.6674,27.67,13.26,0.02,-0.23,0.25,4,14.86,1
2937,7.29,7.98,11.52,4.45,451710.0,770210.0,0.6812,0.0465,-0.1308,-0.3906,-0.0503,0.3417,10.88,5.8,1.93,6.81,-4.88,4,5.16,0
2939,1.4059,2.2465,4.5,0.39,18710.0,3870.0,0.0727,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,7,0.52,0
2942,28.27,37.02,85.0,16.68,15270000.0,11070000.0,0.6829000000000001,-0.0960999999999999,-0.3679,-0.6033,-0.1115,0.0353,41.66,18.36,-1316.7,-501.67,-815.03,4,15.3,0
2944,0.467,0.7312,1.98,0.34,997010.0,1240000.0,0.3596,-0.0975999999999999,-0.1685,-0.3797999999999999,-0.5935,-0.6089,5.0,0.38,-7.58,-8.4,0.8200000000000003,3,0.47,1
2945,41.49,49.71,69.0,27.71,58650.0,56170.0,0.7642,0.0992,0.1351,-0.2042,-0.2808,0.4241,63.0,41.0,0.02,-0.23,0.25,5,44.0,1
2946,8.71,9.39,16.76,5.8,1700000.0,813110.0,0.3606,-0.1437,0.5243,0.0789,0.0789,0.0409999999999999,13.67,10.77,-208.48,-82.18,-126.29999999999998,3,7.58,0
2948,112.76,118.86,134.22,103.62,1640000.0,1930000.0,0.887,0.0438999999999999,0.0148,-0.0144,-0.0862,-0.0670999999999999,137.97,114.51,385.03,494.26,-109.23000000000002,5,104.73,0
2949,9.88,9.86,10.02,9.77,10480.0,28420.0,0.0909,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.86,0
2951,101.99,110.03,129.69,92.01,490890.0,451270.0,0.8215,0.0107,0.0149,0.076,-0.0865,-0.0308999999999999,137.58,104.46,0.02,-0.23,0.25,10,101.18,0
2952,12.97,12.97,14.05,11.84,190280.0,256250.0,0.5528,-0.0204999999999999,-0.0556,-0.0588999999999999,-0.1115,0.0353,15.29,12.83,10.23,6.71,3.5200000000000005,1,13.2,1
2953,52.79,45.61,57.4,36.2,22890.0,14800.0,0.41,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,5,54.53,1
2954,18.94,21.5,28.73,15.95,372200.0,361880.0,0.845,0.0127,0.1709,-0.0636,-0.1372,0.1466,25.0,20.11,6.94,12.41,-5.47,5,20.54,1
2955,11.75,12.74,19.67,9.18,66170.0,68470.0,0.2994,0.0572,-0.0673,-0.1508,-0.1115,0.0353,20.5,10.41,0.02,-13.48,13.5,3,11.02,1
2956,24.27,23.0,31.28,18.71,945400.0,932220.0,0.9326,0.0466,0.0571,0.1778,0.1407,0.0624,30.56,25.2,0.02,-0.23,0.25,3,21.01,0
2958,214.21,209.04,250.52,160.51,137570.0,143290.0,1.0464,0.0075,0.0155,-0.0521999999999999,0.0214,0.1416,256.25,204.84,6.93,26.0,-19.07,2,202.33,0
2959,68.9,68.03,81.65,35.0,52550.0,47510.0,0.5176,0.0636,0.1455,0.0526,0.1085999999999999,0.8315,89.0,77.0,2.3,12.3,-10.0,5,84.51,1
2960,4.15,7.62,16.66,3.4,2360000.0,1290000.0,0.0654,0.2314999999999999,0.1765,0.0121,-0.498,0.0353,13.0,5.17,-414.9,-0.23,-414.67,5,5.31,1
2961,7.39,7.57,9.63,4.78,48090.0,20620.0,0.3092,0.0385,0.135,-0.0225,0.0483,0.6258,10.0,7.72,0.02,0.93,-0.91,2,7.4,0
2964,9.77,9.76,9.99,9.67,20300.0,46790.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.72,0
2965,29.68,28.95,38.84,17.68,344780.0,246870.0,0.6807,0.019,0.1071,0.0132,-0.1104,0.5732,43.67,30.14,16.22,2.87,13.349999999999998,3,27.95,0
2966,16.93,15.85,18.79,10.62,571350.0,904480.0,0.9235,0.02,-0.0268,0.0124,0.1283,0.2517,22.33,16.44,-8.46,-34.52,26.06,7,14.65,0
2967,13.03,8.75,19.99,2.76,324180.0,484110.0,0.6507999999999999,0.0409999999999999,0.0715,0.1001,1.4113,3.7107,14.05,13.1,7.04,9.94,-2.8999999999999995,10,13.85,1
2968,26.18,22.84,29.89,17.44,875350.0,847630.0,0.9053,0.0406,0.0721,0.3217,0.2425,0.7188,29.83,29.47,3.68,11.17,-7.49,4,27.86,0
2969,16.37,17.28,26.98,14.06,790.0,1170.0,0.0158,0.021,0.0697,-0.0501999999999999,-0.0704,0.5490999999999999,27.67,17.15,2.32,4.5,-2.18,1,16.8,0
2970,24.06,21.71,27.4,17.68,5590.0,6940.0,0.4443,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,23.8,1
2971,23.83,20.55,36.27,9.24,62540.0,67980.0,0.0087,0.0726,-0.3812,0.0499,-0.1115,0.0353,28.4,18.25,0.02,-5.49,5.51,3,19.56,1
2975,1.3528,1.6151,6.0,1.16,1310000.0,5590000.0,0.095,-0.0458,-0.0672,-0.1379,-0.2603999999999999,-0.1319,3.5,1.25,-2.67,-3.14,0.4700000000000002,3,1.21,0
2976,4.5554,5.4648,7.64,3.86,77760.0,38880.0,0.4673,-0.0557,-0.0802,-0.2025,-0.4404999999999999,-0.2368,6.0,4.05,-10.1,22.7,-32.8,7,4.41,1
2977,7.93,7.93,12.75,4.56,192470.0,240860.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,9,7.01,0
2978,9.9,9.86,10.69,9.27,30090.0,22100.0,0.7692,-0.0045,-0.002,0.0070999999999999,0.0081999999999999,0.0353,27.67,9.9,2.91,-1.07,3.98,1,9.89,0
2979,1.6636,2.1791,5.29,1.38,323750.0,325150.0,0.7082999999999999,-0.0519,-0.0519,-0.2878,-0.368,-0.5068,5.5,1.51,-3.49,1.23,-4.720000000000001,3,1.65,1
2981,18.44,26.94,41.34,14.36,294160.0,318400.0,0.9618,0.0266999999999999,0.0077,-0.2835,-0.4886999999999999,-0.1264,28.8,17.15,-14.98,-5.0,-9.98,5,16.54,0
2985,23.67,20.23,59.0,6.0,20690.0,44740.0,0.5528,0.1735,0.2805,0.4297999999999999,-0.1115,0.0353,27.67,33.0,0.02,-0.23,0.25,3,35.59,1
2988,8.83,11.68,25.38,5.72,623690.0,1070000.0,0.4169,-0.0550999999999999,-0.0305,-0.4211,-0.375,-0.1545,11.67,6.66,-9.61,-4.76,-4.85,4,5.71,0
2989,2.8064,3.2063,9.07,1.834,17250000.0,3280000.0,0.0831,0.1467999999999999,1.8027,1.5826,0.7705,-0.1521,27.67,6.8,-0.6,-1.28,0.68,1,7.93,1
2992,50.7,56.55,117.0,40.27,804310.0,759460.0,0.9825,-0.0260999999999999,-0.1322,-0.1384,-0.3228999999999999,-0.3875,77.12,42.82,42.47,79.52,-37.05,8,44.81,1
2994,5.99,6.63,16.74,4.67,226400.0,2760000.0,0.5528,-0.0672,-0.3525,-0.2659,-0.1115,0.0353,15.5,4.85,-1.51,-1.31,-0.1999999999999999,3,4.12,0
2997,29.88,32.23,46.64,24.85,329890.0,233700.0,0.9433,0.003,-0.0653,-0.0941,-0.3037,-0.3448,53.78,27.74,-29.36,-27.31,-2.0500000000000007,3,23.32,0
2998,3.1366,3.4432,6.07,2.3,139380.0,169050.0,0.5974,-0.0260999999999999,-0.1606,0.0068,-0.3564,-0.4889,4.67,2.96,-1.09,-1.12,0.03,3,3.18,1
2999,2.0834,2.351,5.66,1.65,116450.0,76110.0,0.106,-0.0345,-0.1884,-0.3333,-0.2910999999999999,-0.4043,27.67,1.7,0.02,-0.53,0.55,4,1.8,1
3000,8.33,9.11,11.58,6.84,100930.0,98590.0,0.3911,-0.0335,0.0345,-0.1217999999999999,-0.2447,0.0353,13.33,7.72,-0.85,-0.25,-0.6,7,6.94,0
3001,18.43,17.76,19.74,12.79,1090000.0,1060000.0,0.9747,0.019,0.0873,0.0866,0.0946,0.4678,20.0,19.46,21.09,16.48,4.609999999999999,6,19.62,1
3003,5.5414,8.2678,17.47,4.01,79730.0,83880.0,0.3132,0.0147,-0.0837,-0.353,-0.6622,-0.6275,20.4,4.78,0.02,-0.23,0.25,3,4.32,0
3004,10.76,10.67,13.1,8.5,2370.0,2710.0,0.1514,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,10.87,0
3006,5.88,6.85,11.25,5.11,439120.0,332310.0,0.6764,-0.0161,0.1031,0.0218,-0.1984,-0.0586,9.33,6.11,-59.43,23.24,-82.67,7,6.12,1
3007,16.05,15.05,16.71,12.55,7070.0,6790.0,0.2867,-0.0043,-0.008,0.0216,0.0771999999999999,0.1993,27.67,16.05,11.47,11.73,-0.2599999999999998,1,16.07,1
3008,2.9098,3.5838,5.5,2.3,1630000.0,1480000.0,0.8364,0.0,0.0037,-0.2534,-0.3756,-0.2301,8.0,2.71,-20.95,-13.82,-7.129999999999999,3,2.31,0
3009,9.73,9.73,9.76,9.69,20400.0,71330.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.75,0
3010,7.66,7.22,8.22,5.03,37290.0,35440.0,0.6861,0.0331,0.0344,0.0655,0.1016,0.5019,8.0,7.73,22.19,22.36,-0.1699999999999981,1,8.0,1
3012,13.71,12.05,21.34,9.5,3400000.0,4010000.0,0.2746,-0.0705,-0.2671,-0.2271,0.0404,0.1011,21.2,11.89,-1.06,-23.56,22.5,2,10.64,0
3013,8.7,7.44,10.36,4.02,7330.0,16290.0,0.3281,-0.0131,-0.0775,0.0977,0.0646,1.0156,27.67,7.86,0.2,0.58,-0.3799999999999999,9,8.23,1
3014,256.76,333.53,490.76,190.23,5480000.0,5000000.0,0.6964,-0.0301,-0.0279999999999999,-0.2579,-0.5105,-0.3379999999999999,376.22,233.47,68.94,73.47,-4.530000000000001,7,168.3,0
3017,9.81,9.73,9.99,9.61,31550.0,133910.0,0.0667,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.81,0
3019,10.02,10.02,10.16,9.67,28120.0,406320.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,0,10.03,0
3020,11.36,10.97,15.59,8.6,675780.0,571310.0,0.5528,-0.0877999999999999,-0.0833,-0.3029,-0.0530999999999999,0.0353,15.33,9.77,-84.54,-15.46,-69.08000000000001,5,7.16,0
3022,9.7,9.86,11.92,8.6,6210.0,3600.0,0.408,-0.0515,-0.0611,-0.0584,-0.0698,0.0091,27.67,9.23,0.12,-0.12,0.24,4,9.13,0
3024,40.43,38.7,64.13,28.5,128520.0,107500.0,0.3718999999999999,0.0289999999999999,0.0078,0.0354,-0.0109,0.3756,62.5,40.93,-22.54,-3.39,-19.15,5,38.09,0
3025,53.68,48.25,57.66,39.21,148450.0,196770.0,0.9858,0.0613,0.0633,0.2133,0.2971999999999999,0.3761,63.25,55.89,69.4,58.04,11.360000000000008,5,56.92,1
3027,31.24,31.31,35.8,24.2,197510.0,113500.0,0.6247,0.0269,0.0512,0.0625,0.0109,0.3164,32.5,31.49,39.25,39.05,0.2000000000000028,1,33.59,1
3029,1.525,1.932,5.0,1.16,258430.0,525420.0,0.0199,-0.0615,-0.2026,-0.4106,-0.2989,-0.0615,27.67,1.25,-0.96,-1.25,0.29,3,1.31,1
3032,18.5,18.84,21.4,12.03,2160000.0,2010000.0,0.9965,0.0586,0.0894,0.1193999999999999,-0.0688,0.6373,23.88,19.56,304.51,317.12,-12.610000000000014,1,20.74,1
3033,15.02,15.42,16.41,13.41,68900.0,46470.0,0.1467999999999999,0.0219,-0.0821,-0.1005,-0.0803,-0.0098999999999999,17.0,14.05,2.45,4.24,-1.79,1,14.97,1
3035,5.173,4.9317,7.29,2.79,75800.0,182310.0,0.1949,-0.0417,-0.1676,-0.1381,-0.1967,0.4714,10.25,4.54,-3.83,-5.74,1.91,7,5.35,1
3037,713.37,607.5,763.22,376.4,286910.0,322990.0,0.9315,0.027,-0.057,0.0415,0.2278,0.8170000000000001,840.1,687.39,58.52,55.15,3.3700000000000045,1,711.64,1
3039,9.99,9.99,10.2,9.97,835860.0,835860.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,10.02,0
3040,52.41,49.08,57.0,35.4,540.0,1780.0,0.2339,0.0219,-0.0235,0.0186,0.109,0.3547,59.0,52.53,2.84,2.83,0.0099999999999997,1,54.0,1
3041,9.92,9.92,10.1,9.87,8510.0,66040.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.94,0
3042,188.58,180.56,200.0,125.55,183690.0,174380.0,0.8201,0.0103,0.0116999999999999,0.0158,0.0103,0.4453,199.29,189.77,183.94,164.76,19.180000000000007,9,188.57,0
3043,8.68,10.09,17.53,7.05,1280000.0,1330000.0,0.5386,-0.0435,-0.0365,-0.1316,-0.3383,-0.5236,20.33,8.03,-47.69,-47.17,-0.519999999999996,3,6.24,0
3044,39.28,39.69,43.63,30.59,496060.0,327960.0,0.9802,0.0635,0.1204,0.076,0.0796,0.3382,48.0,42.01,56.56,117.38,-60.81999999999999,4,40.09,0
3046,1.16,1.4665,3.58,1.03,359880.0,380710.0,0.6898000000000001,0.0248,0.0877,-0.0236,-0.2706,0.0081,5.0,1.29,-10.55,-10.94,0.3899999999999988,3,1.3,1
3049,27.44,32.26,70.0,21.84,251210.0,199380.0,1.009,-0.033,0.0106,-0.1777,-0.108,-0.4582,55.8,26.1,-37.51,-30.71,-6.799999999999997,3,19.88,0
3052,11.23,10.39,15.1,8.42,410390.0,203080.0,0.3651,-0.0446,0.2863,0.3024,0.285,0.2285,18.33,12.85,-0.83,-0.38,-0.4499999999999999,3,9.05,0
3053,5.48,6.21,18.5,3.22,38440.0,134960.0,0.0091,0.1818,-0.0892,0.3815999999999999,-0.0803999999999999,-0.3836,27.67,5.74,74.49,92.05,-17.560000000000002,7,5.95,1
3054,2.7853,5.3061,19.95,1.58,126000.0,87800.0,0.0377,-0.1989999999999999,-0.358,-0.5885,-0.7689,-0.8946999999999999,12.0,1.65,0.02,-0.23,0.25,0,1.45,0
3055,6.38,6.92,10.25,4.9,343120.0,353920.0,0.53,-0.1522,-0.1419,0.1891,-0.1372,-0.1349,23.5,6.48,-0.6,1.66,-2.26,3,5.47,0
3057,35.8,34.74,40.93,28.52,382450.0,267480.0,0.9164,0.0327999999999999,0.0298,0.0432,0.0334,0.2189999999999999,36.92,35.24,57.65,55.9,1.75,1,38.26,1
3058,100.87,90.49,116.93,58.04,1760000.0,2380000.0,0.8377,0.0529,0.1051,0.3839,0.3079,0.8926999999999999,105.2,115.18,526.0,482.0,44.0,4,110.84,0
3059,10.06,10.06,10.56,9.99,10450.0,241360.0,0.2839,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,10.08,0
3065,107.01,111.89,153.21,80.1,89940.0,69010.0,0.3654,-0.0408,-0.0816,-0.2926,-0.1984,-0.0153,167.33,93.61,4.15,6.69,-2.54,3,82.0,0
3066,87.07,72.97,94.92,57.97,323660.0,320820.0,0.9898,0.0545,0.0183,0.1780999999999999,0.3054,0.2734,97.6,89.9,34.43,32.93,1.5,4,79.96,0
3067,48.9,49.81,61.96,37.8,1470.0,384.0,0.0717,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,9,48.2,1
3068,1.2962,1.536,3.14,0.938,143750.0,222970.0,0.0914,-0.0891,-0.2494,-0.3787,-0.4172999999999999,-0.4845,4.0,1.0,-2.25,-1.7,-0.55,10,1.01,1
3070,5.86,4.27,8.55,3.08,418070.0,191010.0,0.0786,-0.0438999999999999,0.208,0.9801,0.8104,0.7382,8.89,7.24,0.02,-0.23,0.25,3,8.51,1
3072,2.9297,3.3475,5.8,1.722,223490.0,395840.0,0.5528,-0.0808,-0.3358,-0.5108,-0.1115,0.0353,27.67,1.88,-0.64,-0.25,-0.39,3,1.73,0
3073,9.87,10.23,15.5,6.58,43740.0,29960.0,0.0728,-0.1028999999999999,-0.3132,-0.3157999999999999,-0.1115,0.0353,18.5,7.01,-9.86,-6.31,-3.55,3,8.8,1
3074,8.3,13.27,29.9,5.41,2750000.0,1940000.0,0.9057,0.0139999999999999,-0.0113,0.2805,-0.6344,-0.6437999999999999,19.12,8.82,68.22,-48.33,116.55,3,7.78,0
3075,9.9,11.38,15.39,7.95,1440000.0,1280000.0,0.8042,0.0034,-0.0067,-0.2196999999999999,-0.2952,-0.2345,12.5,9.03,0.02,-0.23,0.25,6,9.36,1
3076,82.74,72.48,88.94,39.46,276690.0,146640.0,0.6255,0.0268,0.0843999999999999,0.0973,0.2835,1.1821,80.67,86.7,54.48,54.46,0.019999999999996,1,88.5,1
3077,10.52,11.32,13.64,9.92,121200.0,56880.0,0.1413,-0.0087,-0.0029,-0.0203,-0.1366,-0.0077,27.67,10.38,0.02,-0.23,0.25,6,11.57,1
3081,12.31,21.99,59.57,7.88,249890.0,358530.0,0.6405,-0.0161,0.0070999999999999,-0.5495,-0.7047,-0.8292,46.5,8.7,-17.41,-23.6,6.190000000000001,3,7.3,0
3084,197.0,182.35,249.73,91.46,311030.0,296390.0,0.9603,-0.002,-0.0239,-0.1361,-0.065,0.7712,246.8,182.8,1.95,-0.42,2.37,3,183.69,1
3086,47.42,41.08,54.5,26.9,191460.0,205700.0,0.8201999999999999,0.0562,-0.004,0.2682,0.316,0.7582,54.67,49.17,20.92,15.96,4.960000000000001,2,47.16,0
3090,4.6603,6.3135,9.14,3.36,577220.0,499350.0,0.8744,-0.0322,-0.102,-0.3227,-0.5465,-0.0791,11.33,3.5,28.41,-20.13,48.54,3,3.1,0
3094,2.4725,3.3101,9.75,1.7,132200.0,135050.0,0.1261999999999999,0.0163999999999999,-0.2408,-0.3902,-0.5231,-0.3902,6.0,1.81,0.02,-0.23,0.25,4,1.83,1
3095,315.53,266.12,342.03,132.05,1810000.0,920470.0,0.9496,0.0161,-0.0187999999999999,0.1642,0.3064,1.3991999999999998,373.61,322.83,59.74,57.53,2.210000000000001,1,365.15,1
3096,41.64,41.51,44.55,35.61,332830.0,343090.0,0.7056,0.0365,0.0056,0.1066,0.033,0.1726,48.5,42.72,106.29,94.48,11.810000000000002,5,43.08,1
3099,10.19,10.07,10.49,9.7,630.0,4430.0,0.2394,-0.0155,-0.0204,0.001,0.009,0.0353,27.67,10.07,2.65,-10.87,13.52,1,10.14,1
3100,9.76,9.77,10.05,9.61,1690.0,5960.0,0.7343000000000001,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.72,0
3103,16.31,15.62,17.66,12.75,26650.0,20440.0,0.7384999999999999,0.0401999999999999,0.0395999999999999,0.0923,0.1177,0.1625,21.44,16.66,3.72,3.33,0.3900000000000001,1,16.85,1
3104,49.32,50.64,90.92,36.9,149220.0,159500.0,0.7404000000000001,-0.0063,0.0275,0.2312,-0.1156,-0.3225,60.67,49.42,0.3,3.79,-3.49,3,46.89,0
3108,33.92,33.92,56.2,24.33,897470.0,1640000.0,0.5528,0.0899,-0.2481,-0.0588999999999999,-0.1115,0.0353,40.33,33.95,-30.07,-26.88,-3.1900000000000013,5,27.19,0
3110,21.44,24.39,36.8,13.81,360960.0,360680.0,0.0493,0.0059,-0.2173999999999999,-0.4359,-0.4674,0.0353,24.25,16.55,-13.87,-6.98,-6.889999999999999,4,13.05,0
3114,30.59,20.16,47.99,8.84,59610.0,43940.0,0.3265,0.0827,0.2682,2.2785,0.8754000000000001,3.7849,27.67,45.38,3.69,0.98,2.71,10,32.92,0
3116,19.81,18.78,24.5,13.14,123650.0,141340.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,4,18.0,1
3118,9.89,9.86,10.19,9.7,48120.0,80930.0,0.5528,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,9.82,0
3119,8.11,10.24,16.69,6.12,58330.0,23000.0,0.1416,-0.0102,-0.0202,-0.2741,-0.4523,-0.3193,17.75,7.05,1.29,-8.03,9.32,3,7.94,1
3120,4.7596,6.9634,13.99,2.0,2510.0,1020.0,0.4457,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,2,2.0,0
3123,0.8696,1.0753,2.48,0.68,393910.0,447770.0,0.1124,-0.0672,-0.1992,-0.3332,-0.3693,-0.4443999999999999,4.88,0.71,-3.59,-1.9,-1.69,3,0.64,0
3127,5.2842,6.4868,13.36,4.2,47310.0,646630.0,0.1022,-0.05,-0.1556,-0.2585,-0.3787,-0.3821,27.67,4.59,-0.1,-1.1,1.0,3,4.64,1
3128,14.3,15.99,19.8,11.71,64959.99999999999,62090.0,0.2841,0.0491,-0.0617999999999999,-0.1597,-0.1115,0.0353,23.0,13.03,-21.24,-18.39,-2.849999999999998,3,15.6,1
3132,26.33,24.01,28.13,18.51,54700.0,26710.0,0.2377,0.0603,0.1016,0.143,0.2097,0.4882999999999999,31.0,27.96,0.02,-0.23,0.25,1,29.35,1
3134,19.69,19.54,21.01,18.9,9360.0,7810.0,0.4533,0.002,-0.0163999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,12.23,0.02,-0.23,0.25,1,19.52,1
3135,15.22,14.78,17.41,12.64,1280000.0,528550.0,0.6297999999999999,0.037,-0.0129,0.0744,-0.1115,0.0353,18.5,14.53,-4.61,-1.34,-3.2700000000000005,9,13.86,0
3139,15.47,15.26,22.24,11.75,112270.0,95170.0,0.5677,0.1035,0.0583,-0.1612,0.0924,-0.2548,41.2,16.1,-22.52,-18.57,-3.9499999999999993,3,11.93,0
3140,136.4,137.56,178.18,105.45,2110000.0,2140000.0,0.8708,0.0128,-0.076,-0.1604,-0.2011,-0.3293999999999999,166.59,117.26,-343.32,-383.95,40.63,4,120.4,1
3141,19.67,21.24,28.22,13.98,352500.0,484510.0,0.0,-0.045,0.0669,-0.2418,-0.1115,0.0353,29.34,18.45,-8.83,15.23,-24.06,4,15.5,0
3142,9.76,9.74,10.88,9.55,3490.0,8480.0,0.6081,-0.0021,-0.0070999999999999,0.0036,-0.0121999999999999,0.0353,27.67,9.76,2.94,-0.89,3.83,1,9.8,1
3145,9.82,9.81,10.1,9.71,10450.0,40660.0,0.5528,-0.0031,-0.0070999999999999,-0.0588999999999999,-0.1115,0.0353,27.67,9.78,-0.06,-0.0,-0.06,1,9.8,1
3148,2.5958,2.8472,5.4,2.25,95730.0,156800.0,0.0963,0.0617999999999999,0.1773999999999999,0.0977,-0.0581,0.0429,6.62,3.1,-2.14,-1.86,-0.28,3,1.95,0
3149,51.47,38.23,51.9,16.16,58620.0,72960.0,0.9324,0.0004,0.0025,0.0088,2.0169,1.928,52.0,51.67,-14.3,0.6,-14.9,1,51.63,0
